"gal-1_tmm"	"gal-2_tmm"	"gal-3_tmm"	"glu-1_tmm"	"glu-2_tmm"	"glu-3_tmm"	"logFC"	"FC"	"PValue"	"FDR"	"ave_gal"	"ave_glu"	"direction"	"candidate"	"Acc"	"gal-1_tmm"	"gal-2_tmm"	"gal-3_tmm"	"raf-1_tmm"	"raf-2_tmm"	"raf-3_tmm"	"logFC"	"FC"	"PValue"	"FDR"	"ave_gal"	"ave_raf"	"direction"	"candidate"	"Acc"	"glu-1_tmm"	"glu-2_tmm"	"glu-3_tmm"	"raf-1_tmm"	"raf-2_tmm"	"raf-3_tmm"	"logFC"	"FC"	"PValue"	"FDR"	"ave_glu"	"ave_raf"	"direction"	"candidate"	"Acc"
153569.269682802	155608.912819184	151090.290957621	178723.722534111	158696.96389442	173398.873422246	0.150342933657425	1.10982956536476	0.0121772816819104	0.0151192720042207	153422.824486536	170273.186616925	"up"	"med"	"sp|O13585|YP089_YEAST"	153569.269682802	155608.912819184	151090.290957621	151098.129745018	159111.996574258	148420.71378266	-0.00514531819309181	-1.00357070047297	0.931674769047051	0.941230407703944	153422.824486536	152876.946700645	"down"	"no"	"sp|O13585|YP089_YEAST"	178723.722534111	158696.96389442	173398.873422246	151098.129745018	159111.996574258	148420.71378266	-0.155488250732715	-1.11379243431872	0.00952361103465832	0.0118994801722686	170273.186616925	152876.946700645	"down"	"med"	"sp|O13585|YP089_YEAST"
1290651.83087973	1289488.67190908	1330065.18319858	894202.386109601	852484.213432195	847095.454708435	-0.592187018959935	-1.50753054967746	1.13942125808277e-35	6.17088626370601e-35	1303401.89532913	864594.01808341	"down"	"high"	"sp|O14455|RL36B_YEAST"	1290651.83087973	1289488.67190908	1330065.18319858	880386.414558248	864472.311763008	909308.188556107	-0.55898516008908	-1.47323277374515	5.44839661154445e-32	4.2508282474228e-31	1303401.89532913	884722.304959121	"down"	"high"	"sp|O14455|RL36B_YEAST"	894202.386109601	852484.213432195	847095.454708435	880386.414558248	864472.311763008	909308.188556107	0.0332018595187648	1.0232806224132	0.483107217433395	0.512323798168677	864594.01808341	884722.304959121	"up"	"no"	"sp|O14455|RL36B_YEAST"
59693.7363562762	63001.3387175856	64093.6335128581	44873.3779791119	44113.7120674564	37192.0643035699	-0.565925338468668	-1.48034522460338	7.70746370533934e-11	1.51269773345141e-10	62262.90286224	42059.7181167128	"down"	"high"	"sp|O14464|RTC6_YEAST"	59693.7363562762	63001.3387175856	64093.6335128581	59125.8804823471	66015.7302919667	69525.3244392416	0.0595901941440429	1.04217721020957	0.491797496243495	0.541630226470823	62262.90286224	64888.9784045185	"up"	"no"	"sp|O14464|RTC6_YEAST"	44873.3779791119	44113.7120674564	37192.0643035699	59125.8804823471	66015.7302919667	69525.3244392416	0.625515517943007	1.5427820563242	6.64612292653671e-13	1.30928621652773e-12	42059.7181167128	64888.9784045185	"up"	"high"	"sp|O14464|RTC6_YEAST"
908664.973274454	907014.657437806	975152.616726909	612942.322069595	637037.920338548	591006.006885859	-0.600217532468552	-1.51594410252082	1.01529485629587e-28	4.17055958346383e-28	930277.415813056	613662.083098001	"down"	"high"	"sp|O14467|MBF1_YEAST"	908664.973274454	907014.657437806	975152.616726909	711702.306621942	698474.512743147	665793.951356456	-0.426909952275579	-1.34435045367674	2.3280907111756e-15	9.17267740203186e-15	930277.415813056	691990.256907182	"down"	"high"	"sp|O14467|MBF1_YEAST"	612942.322069595	637037.920338548	591006.006885859	711702.306621942	698474.512743147	665793.951356456	0.173307580600349	1.12764056305019	0.00127825542753022	0.00168439009514016	613662.083098001	691990.256907182	"up"	"high"	"sp|O14467|MBF1_YEAST"
14835.0896441153	16639.1797515971	14482.7672974461	29363.8039840824	27072.3229684378	24602.5749430976	0.818359789271012	1.76335786044451	6.3650712124104e-12	1.31415094726098e-11	15319.0122310528	27012.9006318726	"up"	"high"	"sp|O14468|YO304_YEAST"	14835.0896441153	16639.1797515971	14482.7672974461	12746.1162228927	10109.9654014412	9351.75855524528	-0.512759115832598	-1.42688973979375	1.5838173721939e-05	3.16763474438781e-05	15319.0122310528	10735.9467265264	"down"	"high"	"sp|O14468|YO304_YEAST"	29363.8039840824	27072.3229684378	24602.5749430976	12746.1162228927	10109.9654014412	9351.75855524528	-1.33111876202596	-2.51611723865294	2.01428027868237e-28	6.50958110568029e-28	27012.9006318726	10735.9467265264	"down"	"high"	"sp|O14468|YO304_YEAST"
233742.458577222	259839.927196295	255007.134030257	310953.353710873	455788.464025287	393761.672671959	0.632503212851172	1.55025345627644	3.29762071901246e-08	5.71313695840633e-08	249529.839934591	386834.496802706	"up"	"high"	"sp|O43137|YB085_YEAST"	233742.458577222	259839.927196295	255007.134030257	282723.413659831	280210.888164905	255681.989777489	0.129013053225512	1.09354495347037	0.257990965829915	0.302150430132237	249529.839934591	272872.097200742	"up"	"no"	"sp|O43137|YB085_YEAST"	310953.353710873	455788.464025287	393761.672671959	282723.413659831	280210.888164905	255681.989777489	-0.50349015854325	-1.41764035521055	1.0611698238251e-05	1.5724462188593e-05	386834.496802706	272872.097200742	"down"	"high"	"sp|O43137|YB085_YEAST"
22115.640066601	22881.7907542055	23816.4767915783	19423.8243761675	20915.2333140434	17013.7778174606	-0.262836402981356	-1.19983444590425	0.00285023680546284	0.00368295152124304	22937.9692041283	19117.6118358905	"down"	"high"	"sp|O60200|MDM35_YEAST"	22115.640066601	22881.7907542055	23816.4767915783	21847.6964791871	20023.1315279387	22820.2568174881	-0.0891101786440765	-1.06373092674127	0.311361960908027	0.358267060397457	22937.9692041283	21563.694941538	"down"	"no"	"sp|O60200|MDM35_YEAST"	19423.8243761675	20915.2333140434	17013.7778174606	21847.6964791871	20023.1315279387	22820.2568174881	0.173726220083175	1.12794919818674	0.0485929443416523	0.0573399527588067	19117.6118358905	21563.694941538	"up"	"low"	"sp|O60200|MDM35_YEAST"
115898.230196244	123971.334786584	126391.85968084	91916.6121477677	103303.894928934	88520.0417968271	-0.368302823631563	-1.29083215676347	1.24803073748388e-07	2.09170128565181e-07	122087.141554556	94580.1829578428	"down"	"high"	"sp|O74700|TIM9_YEAST"	115898.230196244	123971.334786584	126391.85968084	148263.180829404	154680.754621883	156459.588748231	0.326885121622238	1.25430496706384	2.67115359754286e-06	5.77996073646802e-06	122087.141554556	153134.508066506	"up"	"high"	"sp|O74700|TIM9_YEAST"	91916.6121477677	103303.894928934	88520.0417968271	148263.180829404	154680.754621883	156459.588748231	0.695187935603571	1.61909718587415	2.63553686919851e-23	7.30839784021733e-23	94580.1829578428	153134.508066506	"up"	"high"	"sp|O74700|TIM9_YEAST"
51685.130891542	47748.2266248472	46486.0421832822	23507.2701099784	20862.351607682	20202.1734895156	-1.17617184868449	-2.25980088104249	7.56238300340074e-42	5.07882767614754e-41	48639.7998998904	21523.9317357253	"down"	"high"	"sp|O75012|MRP10_YEAST"	51685.130891542	47748.2266248472	46486.0421832822	37850.7507349694	43779.149965268	44150.1380534879	-0.214290446446566	-1.16011571585996	0.0123163508396634	0.0175661257224521	48639.7998998904	41926.6795845751	"down"	"med"	"sp|O75012|MRP10_YEAST"	23507.2701099784	20862.351607682	20202.1734895156	37850.7507349694	43779.149965268	44150.1380534879	0.961881372186605	1.94790989394309	9.04301419050913e-29	2.95475957793553e-28	21523.9317357253	41926.6795845751	"up"	"high"	"sp|O75012|MRP10_YEAST"
18520.8682954987	23153.485486723	20564.7328387839	17446.9102554613	19209.5390598368	19500.1033024442	-0.148336109745115	-1.10831387825152	0.101920707453371	0.11704666136496	20746.3622070018	18718.8508725808	"down"	"no"	"sp|O94742|SEM1_YEAST"	18520.8682954987	23153.485486723	20564.7328387839	19685.6993717381	19210.7371700033	20941.8662314735	-0.0566973398157241	-1.04012118887947	0.531660760039227	0.580395306734118	20746.3622070018	19946.1009244049	"down"	"no"	"sp|O94742|SEM1_YEAST"	17446.9102554613	19209.5390598368	19500.1033024442	19685.6993717381	19210.7371700033	20941.8662314735	0.0916387683164141	1.06556225380383	0.312436782946815	0.339430402061705	18718.8508725808	19946.1009244049	"up"	"no"	"sp|O94742|SEM1_YEAST"
626843.773476403	650411.718265644	655175.453235262	402665.150431721	402398.678524316	390562.891346249	-0.692649111951524	-1.61624937964647	5.42336685675418e-53	5.46730884834408e-52	644143.64832577	398542.240100762	"down"	"high"	"sp|P00044|CYC1_YEAST"	626843.773476403	650411.718265644	655175.453235262	767304.485025898	759382.367814031	779910.159097917	0.25534958906015	1.19362454732628	1.40406350593286e-08	3.58833094921652e-08	644143.64832577	768865.670645948	"up"	"high"	"sp|P00044|CYC1_YEAST"	402665.150431721	402398.678524316	390562.891346249	767304.485025898	759382.367814031	779910.159097917	0.947998698591853	1.9291949341469	6.99706513705913e-97	1.02105320888937e-95	398542.240100762	768865.670645948	"up"	"high"	"sp|P00044|CYC1_YEAST"
264229.76347138	245820.054475375	260982.560952059	176378.734312853	181259.825275293	172858.819432191	-0.539448765041518	-1.45341411549039	4.04389823324554e-18	1.08757399583532e-17	257010.792966271	176832.459673445	"down"	"high"	"sp|P00045|CYC7_YEAST"	264229.76347138	245820.054475375	260982.560952059	270035.855398146	248898.950545548	288195.657336259	0.0660117966707618	1.04681785793833	0.286863638704274	0.332668943780674	257010.792966271	269043.487759984	"up"	"no"	"sp|P00045|CYC7_YEAST"	176378.734312853	181259.825275293	172858.819432191	270035.855398146	248898.950545548	288195.657336259	0.605460558268347	1.52145985107499	2.19548397648187e-22	5.94175629124573e-22	176832.459673445	269043.487759984	"up"	"high"	"sp|P00045|CYC7_YEAST"
208967.287658151	184158.085884496	188545.563895364	92888.2486175042	91060.2245619599	90859.9295652766	-1.08177806142636	-2.11664174613432	6.14146092554586e-71	1.1851766226931e-69	193890.312479337	91602.8009149136	"down"	"high"	"sp|P00127|QCR6_YEAST"	208967.287658151	184158.085884496	188545.563895364	281403.535804037	282915.24906231	299527.685288964	0.570568105796902	1.48511196718913	2.66504364011289e-21	1.39076449563507e-20	193890.312479337	287948.823385104	"up"	"high"	"sp|P00127|QCR6_YEAST"	92888.2486175042	91060.2245619599	90859.9295652766	281403.535804037	282915.24906231	299527.685288964	1.65234615206469	3.14344998743618	1.85049869198244e-158	5.91159311871149e-157	91602.8009149136	287948.823385104	"up"	"high"	"sp|P00127|QCR6_YEAST"
98597.241359832	140570.184851323	134340.567121004	134901.136745284	152662.227991999	140933.320097022	0.198147437825465	1.14722226159493	0.0800766333417866	0.0930226836461835	124502.664444053	142832.228278102	"up"	"low"	"sp|P00128|QCR7_YEAST"	98597.241359832	140570.184851323	134340.567121004	296842.38875104	278440.563561382	295010.79267217	1.22036707573369	2.33005386904972	2.13730601133575e-26	1.35458214766695e-25	124502.664444053	290097.914994864	"up"	"high"	"sp|P00128|QCR7_YEAST"	134901.136745284	152662.227991999	140933.320097022	296842.38875104	278440.563561382	295010.79267217	1.0222196234842	2.03103962244451	3.80324735202503e-19	9.27372536378255e-19	142832.228278102	290097.914994864	"up"	"high"	"sp|P00128|QCR7_YEAST"
191782.477817843	177482.461401938	178577.254797909	74961.4568062158	80872.7193658627	78732.6017924474	-1.22376723462415	-2.33554895868733	1.53201139820172e-96	6.46727668812298e-95	182614.064672563	78188.9259881753	"down"	"high"	"sp|P00175|CYB2_YEAST"	191782.477817843	177482.461401938	178577.254797909	561849.695416899	584022.484081063	618973.474143613	1.68770642516116	3.22144893714519	8.12827160675739e-178	5.5696330661955e-176	182614.064672563	588281.884547192	"up"	"high"	"sp|P00175|CYB2_YEAST"	74961.4568062158	80872.7193658627	78732.6017924474	561849.695416899	584022.484081063	618973.474143613	2.91147363479507	7.52385171061384	0	0	78188.9259881753	588281.884547192	"up"	"high"	"sp|P00175|CYB2_YEAST"
3231131.51329834	3423990.41424943	3484183.42793866	5039943.67199247	5045018.47649984	5044831.2628687	0.577433448115219	1.49219230321081	2.16523887679754e-26	8.18979952759903e-26	3379768.45182881	5043264.47045367	"up"	"high"	"sp|P00330|ADH1_YEAST"	3231131.51329834	3423990.41424943	3484183.42793866	5394675.4135526	5210076.16905374	4861430.04260767	0.609158312204783	1.52536895605429	3.65469940411084e-29	2.55991389372386e-28	3379768.45182881	5155393.87507134	"up"	"high"	"sp|P00330|ADH1_YEAST"	5039943.67199247	5045018.47649984	5044831.2628687	5394675.4135526	5210076.16905374	4861430.04260767	0.0317248638889235	1.02223349683019	0.557909254726142	0.584488135684732	5043264.47045367	5155393.87507134	"up"	"no"	"sp|P00330|ADH1_YEAST"
211513.54398942	208504.481056179	210001.515447136	249419.675449253	270899.502038917	254230.415818349	0.297960536093281	1.22940566684765	0.0268771457821323	0.0323840839087466	210006.513497578	258183.19776884	"up"	"med"	"sp|P00331|ADH2_YEAST"	211513.54398942	208504.481056179	210001.515447136	909869.88328064	1077117.62104133	658749.986658901	2.07019992102586	4.19945306602975	1.46462793546806e-49	1.73552904232907e-48	210006.513497578	881912.496993623	"up"	"high"	"sp|P00331|ADH2_YEAST"	249419.675449253	270899.502038917	254230.415818349	909869.88328064	1077117.62104133	658749.986658901	1.7722393736365	3.41584001056192	1.74210049019719e-37	7.02186796048791e-37	258183.19776884	881912.496993623	"up"	"high"	"sp|P00331|ADH2_YEAST"
142890.483624289	142013.563117822	143762.286779101	202648.539069984	202889.480073317	191449.139474465	0.477844163824137	1.39266163898133	7.56751077489734e-20	2.19369656307263e-19	142888.777840404	198995.719539256	"up"	"high"	"sp|P00358|G3P2_YEAST"	142890.483624289	142013.563117822	143762.286779101	109131.590879445	103757.313097124	104893.38955695	-0.431808496628552	-1.34893083171734	1.72709661666585e-16	7.21352721165737e-16	142888.777840404	105927.43117784	"down"	"high"	"sp|P00358|G3P2_YEAST"	202648.539069984	202889.480073317	191449.139474465	109131.590879445	103757.313097124	104893.38955695	-0.909652648719499	-1.87860422297191	1.02292160234297e-66	8.23913685839448e-66	198995.719539256	105927.43117784	"down"	"high"	"sp|P00358|G3P2_YEAST"
2725656.06441806	2823290.34157409	2729148.86340091	3011182.55432685	3194677.2019517	2893339.25171918	0.136440905337874	1.0991899358347	0.00888054226787706	0.0111283339100246	2759365.08979769	3033066.33599924	"up"	"med"	"sp|P00359|G3P3_YEAST"	2725656.06441806	2823290.34157409	2729148.86340091	3015827.95134526	2866622.55124981	2949908.9446681	0.0935005957528943	1.0669555205434	0.0729257883685615	0.0933134309625328	2759365.08979769	2944119.81575439	"up"	"low"	"sp|P00359|G3P3_YEAST"	3011182.55432685	3194677.2019517	2893339.25171918	3015827.95134526	2866622.55124981	2949908.9446681	-0.0429403096122088	-1.03021158302352	0.410145873499659	0.439322539625371	3033066.33599924	2944119.81575439	"down"	"no"	"sp|P00359|G3P3_YEAST"
4418964.93262649	4876814.31793366	4979615.07711268	8368045.94246656	8472582.56568243	8072664.72941886	0.803385151622746	1.74519124766126	4.53697406669174e-41	2.97514748783891e-40	4758464.77589094	8304431.07918928	"up"	"high"	"sp|P00360|G3P1_YEAST"	4418964.93262649	4876814.31793366	4979615.07711268	9124259.84761931	8510482.55260224	8393659.96714566	0.866556273099333	1.82330531612085	2.11128639146957e-47	2.3880770475761e-46	4758464.77589094	8676134.12245574	"up"	"high"	"sp|P00360|G3P1_YEAST"	8368045.94246656	8472582.56568243	8072664.72941886	9124259.84761931	8510482.55260224	8393659.96714566	0.0631711212879142	1.04475960360463	0.288218019525732	0.314057339552353	8304431.07918928	8676134.12245574	"up"	"no"	"sp|P00360|G3P1_YEAST"
46373.8144530105	48291.6160898821	47328.1604890059	35497.3828801072	34723.5800515932	35939.5544727887	-0.419566834338124	-1.33753672743398	2.31739104718349e-15	5.55803896406712e-15	47331.1970106328	35386.8391348297	"down"	"high"	"sp|P00401|COX1_YEAST;sp|Q9ZZX1|SCE4_YEAST"	46373.8144530105	48291.6160898821	47328.1604890059	107635.10964858	109130.193964378	109947.533718473	1.20220265343264	2.30089847687587	5.13000297419347e-112	1.70807422971737e-110	47331.1970106328	108904.279110477	"up"	"high"	"sp|P00401|COX1_YEAST;sp|Q9ZZX1|SCE4_YEAST"	35497.3828801072	34723.5800515932	35939.5544727887	107635.10964858	109130.193964378	109947.533718473	1.62176943442289	3.07753621891839	9.52969417697718e-198	5.5625177862652e-196	35386.8391348297	108904.279110477	"up"	"high"	"sp|P00401|COX1_YEAST;sp|Q9ZZX1|SCE4_YEAST"
386943.828105696	361184.185040409	354662.432321454	221675.595396901	209027.905596054	211327.280569948	-0.780442244046921	-1.71765977136333	8.08607661068179e-46	6.22654238034259e-45	367596.815155853	214010.260520968	"down"	"high"	"sp|P00410|COX2_YEAST"	386943.828105696	361184.185040409	354662.432321454	802513.621066383	800870.956681858	858458.324757797	1.1585798705709	2.23237598097095	1.72599870478961e-97	4.71706466834988e-96	367596.815155853	820614.300835346	"up"	"high"	"sp|P00410|COX2_YEAST"	221675.595396901	209027.905596054	211327.280569948	802513.621066383	800870.956681858	858458.324757797	1.93902210621524	3.83446241707157	5.32135730083968e-258	5.99032793294524e-256	214010.260520968	820614.300835346	"up"	"high"	"sp|P00410|COX2_YEAST"
